timestamp,Active_Energy_Delivered_Received,Current_Phase_Average,Active_Power,Performance_Ratio,Wind_Speed,Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted
"2016-11-12 17:10:00",36670,5.724666595459,1.3891998529434,74.610939025879,,34.448665618896,13.366567611694,317.400390625,151.49430847168,203.96778869629,0,338.53182983398,146.42515563965
"2016-11-12 17:15:00",36670,6.4060001373291,1.5692000389099,80.479438781738,,34.38179397583,13.424454689026,396.35504150391,143.37408447266,181.18246459961,0,354.51181030273,147.74882507324
"2016-11-12 17:20:00",36670,4.8953332901001,1.1786000728607,68.772689819336,,34.554378509521,13.307991027832,321.22430419922,104.36703491211,207.20979309082,0,311.59307861328,118.09712219238
"2016-11-12 17:25:00",36670,4.1119999885559,0.98100000619888,65.508499145508,,34.019104003906,13.532544136047,285.02713012695,81.088233947754,182.98458862305,0,272.27554321289,94.92032623291
"2016-11-12 17:30:00",36670,3.532666683197,0.83286666870117,63.855533599854,,33.917728424072,13.612971305847,256.28652954102,70.784576416016,195.46798706055,0,237.14515686035,77.911125183105
"2016-11-12 17:35:00",36670,3.1479997634888,0.73506659269333,63.283134460449,,33.558223724365,13.704127311707,238.49751281738,67.76838684082,173.33883666992,0,211.19128417969,68.843414306641
"2016-11-12 17:40:00",36670,2.7806668281555,0.63993328809738,61.988471984863,,33.391628265381,13.887889862061,215.55950927734,64.004997253418,163.29707336426,0,187.69862365723,63.809513092041
"2016-11-12 17:45:00",36670,2.3433332443237,0.51766675710678,58.098793029785,,33.142169952393,14.036969184875,180.82252502441,61.684814453125,199.9536895752,0,162.00202941895,61.6708984375
"2016-11-12 17:50:00",36670,2.17933344841,0.46280002593994,57.896369934082,,32.826950073242,14.298800468445,169.64605712891,60.489933013916,190.67666625977,0,145.33805847168,62.051959991455
"2016-11-12 17:55:00",36670,2.1026659011841,0.44313323497772,59.135581970215,,32.793254852295,14.322548866272,165.31265258789,64.870559692383,170.3772277832,0,136.24569702148,66.160247802734
"2016-11-12 18:00:00",36670,2.0733330249786,0.42759996652603,59.416217803955,,32.699718475342,14.395088195801,155.44360351562,79.912559509277,195.93501281738,0,130.84887695312,76.395751953125
"2016-11-12 18:05:00",36670,1.7886670827866,0.32100003957748,54.105110168457,,32.697578430176,14.4421043396,118.4679107666,78.618225097656,160.51330566406,0,107.87084960938,77.110633850098
"2016-11-12 18:10:00",36670,1.6513334512711,0.26680001616478,52.959354400635,,32.470909118652,14.614717483521,87.651138305664,82.724708557129,172.08631896973,0,91.596839904785,76.462730407715
"2016-11-12 18:15:00",36670,1.6039997339249,0.24533332884312,53.591655731201,,32.20622253418,14.847525596619,93.763168334961,65.053726196289,127.68330383301,0,83.233215332031,67.17586517334
"2016-11-12 18:20:00",36670,1.5593330860138,0.2018000036478,52.003105163574,,32.168144226074,14.90248966217,63.617851257324,59.919471740723,136.43171691895,0,70.555229187012,60.395523071289
"2016-11-12 18:25:00",36670,1.4386668205261,0.1349333524704,44.03392791748,,32.18826675415,14.955790519714,49.734497070312,48.039081573486,158.43199157715,0,55.714618682861,50.378051757812
